,TICKER,EMISOR,VENCIMIENTO,AMORTIZACION,CUPON_DE_RENTA,PROX_VENC,VR,COTIZACION,FECH_ULT_COT,RENTA_ANUAL,INT_CORRIDOS_C100vn,YIELD_ANUAL,VALOR_TECNICO_C100vn,PARIDAD_PERC,TIR_ANUAL,DM,PPV
7,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Mar-22,100.00,21600.000,17-Feb-22,Fija=10.95,1.55,10.80,101.55,101.32,10.99%,3.38,3.65
8,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Jul-22,100.00,20500.000,17-Feb-22,Fija=8,0.73,8.25,100.73,96.94,9.06%,3.60,3.88
9,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Abr-22,100.00,24000.000,17-Feb-22,Fija=9.125,2.81,8.18,102.81,111.20,6.06%,3.42,3.62
10,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Jun-22,100.00,14500.000,17-Feb-22,Fija=2.5,0.35,3.64,100.35,68.83,16.81%,4.28,5.11
11,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Mar-22,100.00,11700.000,15-Feb-22,Fija=1.5,0.59,2.72,100.59,55.41,15.49%,6.31,8.33
0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Jul-23,100.00,50450.000,26-Abr-23,Fija=6,1.87,5.44,101.87,110.02,-,0.23,0.19
1,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Jul-23,100.00,47150.000,26-Abr-23,Fija=7.375,1.99,7.18,101.99,102.71,-,0.24,0.23
2,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Oct-23,40.00,17500.000,26-Abr-23,Fija=8.75,0.23,9.06,40.23,96.63,13.05%,0.86,0.92
3,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-May-23,100.00,46400.000,26-Abr-23,Tasa fija=6.875,3.11,6.88,103.11,99.97,7.01%,0.97,1.00
4,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Sep-23,73.40,35599.000,26-Abr-23,Fija=9.5,0.97,8.93,74.37,106.34,6.24%,1.23,1.29
5,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,28-Jul-23,100.00,39650.000,26-Abr-23,Fija=8.5,2.08,9.88,102.08,86.29,16.80%,1.88,2.08
6,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Ago-23,97.00,43720.000,26-Abr-23,Fija=8.5,1.88,8.66,98.88,98.23,10.23%,1.16,1.28
7,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-May-23,92.31,43800.000,26-Abr-23,Fija=9,1.75,8.69,94.06,103.45,6.47%,1.29,1.36
8,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Jun-23,100.00,47000.000,26-Abr-23,Fija=10.95,0.85,10.57,100.85,103.53,9.97%,2.65,2.78
9,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Jul-23,100.00,43000.000,26-Abr-23,Fija=8,2.22,8.57,102.22,93.45,10.76%,2.68,2.90
10,MGC9O,O.N. PAMPA ENERGIA CLASE 9 EN U$S ,8-Dic-26,3-Anual,Sem.,8-Jun-23,100.00,51800.000,26-Abr-23,Tasa fija.=9.5,3.69,8.53,103.69,110.98,4.84%,2.27,2.37
11,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Abr-23,100.00,52000.000,26-Abr-23,Fija=9.125,4.51,8.22,104.51,110.53,5.17%,2.54,2.66
12,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Sep-23,90.00,40700.000,26-Abr-23,Tasa fija=8.75,1.23,8.83,91.23,99.12,9.38%,1.99,2.23
13,RCCJO,ARCOR S.A.I.C CLASE XVIII EN U$S ,9-Oct-27,7-Sem,Sem.,9-Oct-23,100.00,48800.000,26-Abr-23,Tasa fija.=8.25,0.44,7.64,100.44,107.94,5.33%,2.60,2.74
14,IRCFO,IRSA CLASE XIV EN U$S ,22-Jun-28,5-Anual,Sem.,22-Jun-23,100.00,47100.000,26-Abr-23,Tasa fija.=8.75,3.06,8.61,103.06,101.53,8.35%,2.76,3.07
15,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Jun-23,100.00,39000.000,26-Abr-23,Fija=9,2.95,10.75,102.95,84.16,14.37%,3.41,4.01
16,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Sep-23,100.00,31900.000,26-Abr-23,Fija=7,0.54,9.95,100.54,70.48,13.06%,5.83,7.31
0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Ene-23,100.00,29000.000,8-Sep-22,Fija=6,1.10,5.92,101.10,101.41,4.26%,0.78,0.80
1,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Ene-23,100.00,29700.000,8-Sep-22,Fija=7.375,1.04,7.09,101.04,103.91,2.71%,0.83,0.84
2,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Oct-22,70.00,18400.000,8-Sep-22,Fija=8.75,2.69,9.82,72.69,89.49,21.24%,0.92,1.08
3,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-Nov-22,100.00,27500.000,8-Sep-22,Tasa fija=6.875,2.23,7.24,102.23,95.10,10.46%,1.49,1.58
4,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Mar-23,86.70,24110.000,8-Sep-22,Fija=9.5,0.09,9.67,86.79,98.21,12.54%,1.51,1.68
5,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,30-Ene-23,100.00,21800.000,8-Sep-22,Fija=8.5,1.04,11.18,101.04,76.28,20.79%,2.30,2.62
6,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Feb-23,100.00,27490.000,8-Sep-22,Fija=8.5,0.85,8.82,100.85,96.37,11.00%,1.65,1.81
7,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Nov-22,100.00,25380.000,8-Sep-22,Fija=4,0.33,4.47,100.33,89.43,15.58%,1.65,1.84
8,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Sep-22,100.00,29250.000,8-Sep-22,Fija=10.95,2.19,10.82,102.19,101.19,10.98%,3.01,3.23
9,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Ene-23,100.00,26130.000,8-Sep-22,Fija=8,1.20,8.77,101.20,91.28,11.15%,3.15,3.43
10,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Oct-22,100.00,32950.000,8-Sep-22,Fija=9.125,3.35,8.07,103.35,112.72,5.17%,3.03,3.18
11,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Mar-23,100.00,26895.000,8-Sep-22,Tasa fija=8.75,0.24,9.23,100.24,94.85,11.38%,2.23,2.58
12,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Dic-22,100.00,19699.000,8-Sep-22,Fija=2.5,0.50,3.62,100.50,69.30,18.55%,3.76,4.60
13,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Sep-22,100.00,18000.000,8-Sep-22,Fija=1.5,0.68,2.38,100.68,63.21,14.31%,6.02,7.81
0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Jul-22,100.00,19350.000,6-Abr-22,Fija=6,1.53,5.98,101.53,100.31,5.81%,1.17,1.20
1,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Jul-22,100.00,19650.000,6-Abr-22,Fija=7.375,1.58,7.24,101.58,101.83,5.94%,1.20,1.24
2,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Oct-22,70.00,12800.000,6-Abr-22,Fija=8.75,0.07,9.10,70.07,96.16,11.85%,1.39,1.51
3,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-May-22,100.00,18640.000,6-Abr-22,Tasa fija=6.875,2.73,7.21,102.73,95.51,9.55%,1.85,1.96
4,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Sep-22,100.00,19170.000,6-Abr-22,Fija=9.5,0.79,9.49,100.79,100.11,10.82%,1.68,1.86
5,YCA6O,YPF Clase XXXIX 2025 ,28-Jul-25,Al Vto.,Sem.,28-Jul-22,100.00,16800.000,6-Abr-22,Fija=8.5,1.65,9.80,101.65,86.99,14.04%,2.68,2.96
6,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Ago-22,100.00,18900.000,6-Abr-22,Fija=8.5,1.46,8.67,101.46,98.05,9.68%,2.00,2.18
7,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-May-22,100.00,17500.000,6-Abr-22,Fija=4,0.62,4.37,100.62,91.55,12.04%,2.07,2.24
8,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Jun-22,100.00,19475.000,6-Abr-22,Fija=10.95,0.24,10.71,100.24,102.26,10.68%,3.36,3.59
9,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Jul-22,100.00,18700.000,6-Abr-22,Fija=8,1.78,8.28,101.78,96.71,9.15%,3.47,3.75
10,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Abr-22,100.00,21800.000,6-Abr-22,Fija=9.125,4.00,8.24,104.00,110.33,6.18%,3.29,3.50
11,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Sep-22,100.00,18600.000,6-Abr-22,Tasa fija=8.75,0.88,9.02,100.88,97.06,10.13%,2.58,2.92
12,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Jun-22,100.00,14500.000,6-Abr-22,Fija=2.5,0.68,3.31,100.68,75.81,14.77%,4.26,4.99
13,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Sep-22,100.00,11600.000,6-Abr-22,Fija=1.5,0.03,2.46,100.03,61.04,14.04%,6.46,8.24
0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Ene-23,100.00,34190.000,30-Dic-22,Fija=6,2.97,6.06,102.97,98.96,8.44%,0.47,0.49
1,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Ene-23,100.00,35100.000,2-Ene-23,Fija=7.375,3.34,7.28,103.34,101.23,5.09%,0.51,0.53
2,IRCFO,IRSA CLASE XIV EN U$S ,28-Feb-24,5-Anual,Sem.,22-Jun-23,100.00,34640.000,2-Ene-23,Tasa fija.=8.75,0.29,8.50,100.29,102.94,7.95%,3.07,3.39
3,MGC9O,O.N. PAMPA ENERGIA CLASE 9 EN U$S ,28-Feb-24,3-Anual,Sem.,8-Jun-23,100.00,36400.000,2-Ene-23,Tasa fija.=9.5,0.69,8.81,100.69,107.75,6.62%,2.54,2.68
4,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Abr-23,70.00,23700.000,2-Ene-23,Fija=8.75,1.53,8.86,71.53,98.75,10.70%,0.74,0.80
5,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-May-23,100.00,34000.000,2-Ene-23,Tasa fija=6.875,0.94,6.85,100.94,100.39,6.68%,1.27,1.31
6,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Mar-23,86.70,31900.000,2-Ene-23,Fija=9.5,2.65,8.91,89.35,106.40,6.51%,1.29,1.36
7,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,30-Ene-23,100.00,30700.000,2-Ene-23,Fija=8.5,3.68,9.68,103.68,88.25,14.86%,2.09,2.31
8,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Feb-23,100.00,35000.000,2-Ene-23,Fija=8.5,3.49,8.43,103.49,100.79,8.08%,1.39,1.50
9,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Feb-23,100.00,33300.000,2-Ene-23,Fija=9,0.64,9.13,100.64,98.61,10.36%,1.42,1.55
10,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Mar-23,100.00,35650.000,2-Ene-23,Fija=10.95,0.12,10.32,100.12,106.12,9.19%,2.89,3.04
11,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Ene-23,100.00,33900.000,2-Ene-23,Fija=8,3.69,8.22,103.69,97.44,9.09%,2.90,3.11
12,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Abr-23,100.00,38600.000,2-Ene-23,Fija=9.125,1.62,8.05,101.62,113.21,4.75%,2.86,2.98
13,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Mar-23,100.00,35010.000,2-Ene-23,Tasa fija=8.75,2.97,8.63,102.97,101.34,8.25%,2.02,2.26
14,RCCJO,ARCOR S.A.I.C CLASE XVIII EN U$S ,9-Oct-27,7-Sem,Sem.,9-Abr-23,100.00,37200.000,2-Ene-23,Tasa fija.=8.25,1.26,7.53,101.26,109.49,5.06%,2.83,2.97
15,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Jun-23,100.00,28600.000,2-Ene-23,Fija=9,0.10,10.57,100.10,85.15,13.63%,3.73,4.32
16,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Mar-23,100.00,24300.000,2-Ene-23,Fija=7,0.45,9.73,100.45,72.10,12.52%,6.01,7.53
0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Jul-22,100.00,18750.000,14-Mar-22,Fija=6,1.17,6.10,101.17,98.38,7.45%,1.22,1.27
1,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Jul-22,100.00,18880.000,14-Mar-22,Fija=7.375,1.13,7.44,101.13,99.10,8.25%,1.24,1.30
2,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Abr-22,100.00,18995.000,14-Mar-22,Fija=8.75,3.94,9.03,103.94,97.01,12.12%,0.98,1.11
3,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Sep-22,100.00,19200.000,14-Mar-22,Fija=9.5,0.21,9.34,100.21,101.70,9.83%,1.75,1.92
4,YCA6O,YPF Clase XXXIX 2025 ,28-Jul-25,Al Vto.,Sem.,28-Jul-22,100.00,15200.000,14-Mar-22,Fija=8.5,1.13,10.69,101.13,79.78,17.34%,2.68,3.03
5,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Ago-22,100.00,18899.000,14-Mar-22,Fija=8.5,0.94,8.55,100.94,99.38,8.97%,2.07,2.24
6,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-May-22,100.00,16600.000,14-Mar-22,Fija=4,0.38,4.56,100.38,87.78,13.96%,2.11,2.30
7,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Mar-22,100.00,19460.000,14-Mar-22,Fija=10.95,2.31,10.84,102.31,100.96,11.08%,3.32,3.59
8,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Jul-22,100.00,18500.000,14-Mar-22,Fija=8,1.29,8.26,101.29,96.95,9.05%,3.54,3.81
9,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Abr-22,100.00,21200.000,11-Mar-22,Fija=9.125,3.45,8.37,103.45,108.78,6.66%,3.34,3.56
10,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Jun-22,100.00,13800.000,14-Mar-22,Fija=2.5,0.53,3.44,100.53,72.87,15.57%,4.28,5.05
11,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Mar-22,100.00,12600.000,11-Mar-22,Fija=1.5,0.69,2.27,100.69,66.42,12.62%,6.62,8.26
0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Jul-23,100.00,37470.000,2-Mar-23,Fija=6,1.00,6.01,101.00,99.82,6.63%,0.32,0.33
1,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Jul-23,100.00,38000.000,2-Mar-23,Fija=7.375,0.92,7.28,100.92,101.31,3.81%,0.37,0.38
2,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Abr-23,70.00,26900.000,2-Mar-23,Fija=8.75,2.59,8.78,72.59,99.71,9.39%,0.59,0.64
3,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-May-23,100.00,38000.000,2-Mar-23,Tasa fija=6.875,2.12,6.87,102.12,100.12,6.85%,1.11,1.15
4,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Mar-23,86.70,34200.000,2-Mar-23,Fija=9.5,4.07,9.37,90.77,101.37,10.59%,1.08,1.20
5,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,28-Jul-23,100.00,34200.000,2-Mar-23,Fija=8.5,0.85,9.32,100.85,91.24,13.32%,2.05,2.22
6,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Ago-23,97.00,36249.000,2-Mar-23,Fija=8.5,0.69,8.51,97.69,99.84,8.77%,1.31,1.43
7,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-May-23,92.31,34000.000,2-Mar-23,Fija=9,0.55,9.14,92.86,98.51,10.42%,1.40,1.50
8,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Mar-23,100.00,39250.000,2-Mar-23,Fija=10.95,2.01,10.57,102.01,103.53,10.01%,2.72,2.87
9,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Jul-23,100.00,35850.000,2-Mar-23,Fija=8,1.07,8.39,101.07,95.44,9.85%,2.84,3.04
10,MGC9O,O.N. PAMPA ENERGIA CLASE 9 EN U$S ,8-Dic-26,3-Anual,Sem.,8-Jun-23,100.00,40200.000,2-Mar-23,Tasa fija.=9.5,2.32,8.98,102.32,105.71,7.22%,2.36,2.52
11,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Abr-23,100.00,42000.000,2-Mar-23,Fija=9.125,3.19,8.31,103.19,109.51,5.73%,2.67,2.81
12,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Sep-23,90.00,32300.000,2-Mar-23,Tasa fija=8.75,0.09,9.07,90.09,96.47,10.70%,2.10,2.37
13,RCCJO,ARCOR S.A.I.C CLASE XVIII EN U$S ,9-Oct-27,7-Sem,Sem.,9-Abr-23,100.00,39950.000,2-Mar-23,Tasa fija.=8.25,2.68,7.87,102.68,104.68,6.58%,2.63,2.81
14,IRCFO,IRSA CLASE XIV EN U$S ,22-Jun-28,5-Anual,Sem.,22-Jun-23,100.00,38590.000,2-Mar-23,Tasa fija.=8.75,1.80,8.58,101.80,101.99,8.21%,2.90,3.22
15,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Jun-23,100.00,32850.000,2-Mar-23,Fija=9,1.65,10.38,101.65,86.95,13.19%,3.59,4.15
16,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Mar-23,100.00,28000.000,2-Mar-23,Fija=7,1.66,9.50,101.66,74.11,12.17%,5.90,7.36
0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Jul-22,100.00,21545.000,6-Jun-22,Fija=6,2.53,6.00,102.53,100.01,6.08%,1.00,1.04
1,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Jul-22,100.00,21665.000,6-Jun-22,Fija=7.375,2.81,7.35,102.81,100.30,7.21%,1.03,1.07
2,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Oct-22,70.00,13500.000,6-Jun-22,Fija=8.75,1.09,9.70,71.09,90.39,17.69%,1.19,1.34
3,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-Nov-22,100.00,20700.000,6-Jun-22,Tasa fija=6.875,0.44,7.01,100.44,98.09,8.11%,1.77,1.85
4,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Sep-22,100.00,21850.000,6-Jun-22,Fija=9.5,2.38,9.35,102.38,101.59,9.92%,1.53,1.69
5,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,28-Jul-22,100.00,17100.000,6-Jun-22,Fija=8.5,3.07,10.85,103.07,78.97,18.58%,2.45,2.80
6,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Ago-22,100.00,21300.000,6-Jun-22,Fija=8.5,2.88,8.63,102.88,98.54,9.49%,1.85,2.01
7,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-Ago-22,100.00,19000.000,6-Jun-22,Fija=4,0.29,4.44,100.29,90.17,13.55%,1.91,2.09
8,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Jun-22,100.00,21900.000,6-Jun-22,Fija=10.95,2.07,10.72,102.07,102.12,10.69%,3.19,3.43
9,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Jul-22,100.00,21200.000,6-Jun-22,Fija=8,3.11,8.18,103.11,97.86,8.83%,3.32,3.58
10,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Oct-22,100.00,23400.000,6-Jun-22,Fija=9.125,0.96,8.26,100.96,110.31,6.16%,3.26,3.45
11,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Sep-22,100.00,21400.000,6-Jun-22,Tasa fija=8.75,2.33,8.79,102.33,99.53,9.12%,2.45,2.75
12,YMCIO,YPF Clase XVII 2029 ,30-Jun-29,7-Sem,Sem.,30-Jun-22,100.00,14650.000,6-Jun-22,Fija=2.5,1.10,3.64,101.10,68.97,17.79%,3.96,4.82
13,YMCJO,YPF Clase XVIII 2033 ,30-Sep-33,4-Anual,Sem.,30-Sep-22,100.00,12300.000,6-Jun-22,Fija=1.5,0.28,2.57,100.28,58.38,15.14%,6.17,8.07
0,RCC9O,Arcor 6% Vto. 2023 ,6-Jul-23,Al Vto.,Sem.,6-Jul-23,100.00,41300.000,30-Mar-23,Fija=6,1.45,5.80,101.45,103.46,-,0.27,0.26
1,PTSTO,PETROBRAS ARGENTINA SERIE T EN U$S ,21-Jul-23,Al Vto.,Sem.,21-Jul-23,100.00,40550.000,30-Mar-23,Fija=7.375,1.48,7.26,101.48,101.55,2.08%,0.30,0.30
2,YPCUO,YPF Clase XXVIII 2024 ,4-Abr-24,3 Anual,Sem.,4-Abr-23,70.00,29200.000,30-Mar-23,Fija=8.75,3.05,8.61,73.05,101.59,5.80%,0.53,0.56
3,CAC2O,CAPEX CLASE 2 REGS 6.875% Vto. 2024 ,15-May-24,Al Vto.,Sem.,15-May-23,100.00,41200.000,30-Mar-23,Tasa fija=6.875,2.64,6.74,102.64,102.02,5.00%,1.04,1.07
4,CP17O,CIA GENERAL DE COMBUSTIBLES CLASE 17 EN U$S ,8-Mar-25,6-Sem,Sem.,8-Sep-23,73.40,30000.000,30-Mar-23,Fija=9.5,0.48,9.20,73.88,103.19,8.86%,1.27,1.36
5,YCA6O,YPF Clase XXXIX 2025 (c) ,28-Jul-25,Al Vto.,Sem.,28-Jul-23,100.00,36150.000,30-Mar-23,Fija=8.5,1.49,9.40,101.49,90.52,13.92%,1.98,2.15
6,TLC5O,TELECOM Clase 5 en U$S ,6-Ago-25,4-Anual,Sem.,6-Ago-23,97.00,38100.000,30-Mar-23,Fija=8.5,1.31,8.63,98.31,98.49,9.93%,1.23,1.35
7,YMCHO,YPF Clase XVI 2026 ,12-Feb-26,13-Trim,Trim.,12-May-23,92.31,36799.500,30-Mar-23,Fija=9,1.18,9.00,93.48,100.04,9.25%,1.33,1.43
8,MTCGO,MASTELLONE HNOS. Clase G en U$S ,30-Jun-26,Al Vto.,Trim.,30-Jun-23,100.00,40850.000,30-Mar-23,Fija=10.95,0.09,10.56,100.09,103.72,9.94%,2.71,2.85
9,TLC1O,TELECOM CLASE 1 8% EN U$S ,18-Jul-26,Al Vto.,Sem.,18-Jul-23,100.00,37800.000,30-Mar-23,Fija=8,1.67,8.47,101.67,94.49,10.28%,2.76,2.97
10,MGC9O,O.N. PAMPA ENERGIA CLASE 9 EN U$S ,8-Dic-26,3-Anual,Sem.,8-Jun-23,100.00,43699.000,30-Mar-23,Tasa fija.=9.5,3.03,8.79,103.03,107.78,6.27%,2.31,2.44
11,PNDCO,PAE Clase 12 en U$S ,30-Abr-27,5-Sem,Sem.,30-Abr-23,100.00,45200.000,30-Mar-23,Fija=9.125,3.88,8.22,103.88,110.58,5.26%,2.61,2.73
12,GNCXO,GENNEIA S.A. CLASE 31 EN U$S ,2-Sep-27,10-Sem,Sem.,2-Sep-23,90.00,35200.000,30-Mar-23,Tasa fija=8.75,0.68,8.87,90.68,98.65,9.61%,2.05,2.30
13,RCCJO,ARCOR S.A.I.C CLASE XVIII EN U$S ,9-Oct-27,7-Sem,Sem.,9-Abr-23,100.00,42650.000,30-Mar-23,Tasa fija.=8.25,3.30,7.85,103.30,104.93,6.44%,2.56,2.73
14,IRCFO,IRSA CLASE XIV EN U$S ,22-Jun-28,5-Anual,Sem.,22-Jun-23,100.00,41000.000,30-Mar-23,Tasa fija.=8.75,2.45,8.60,102.45,101.70,8.30%,2.83,3.14
